website,airline,flight_time,num_of_stops,stops,total_flight_duration,source_to_dest,carry_on_bag,checked_bag,price,flight_class,flight_deal_provider,original_departure_date,first_leg_info,flght_times,flight_stations,flight_durations,flight_carriers,flight_layover_duration,flight_layover_locations,flight_quality_details,class_features
www.momondo.com,SWISS,10:15 am–6:05 pm,2 stops,"ARN, ZRH",9h 50m,HEL-MAN,1,0,$319,Economy Classic,Expedia, Dec 18,SWISS 4759  ·  Operated by Xfly For Scandinavian Airlines,"['10:15 am', '10:20 am', '1:20 pm', '3:50 pm', '5:10 pm', '6:05 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Zurich (ZRH)', 'Zurich (ZRH)', 'Manchester (MAN)']","['1h 05m', '2h 30m', '1h 55m']","['SWISS 4759  ·  Operated by Xfly For Scandinavian Airlines', 'SWISS 1249', 'SWISS 380  ·  Operated by airBaltic']","['3h 00m', '1h 20m']","['Change planes in Stockholm (ARN)', 'Change planes in Zurich (ZRH)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A220-100 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)']]","['Delicacies from Confiserie Sprüngli', 'Innovation and total comfort', 'Quality on every route ', 'Economy Class', 'Pure mineral water']"
www.momondo.com,"Norwegian, Scandinavian Airlines",9:15 am–6:35 pm,2 stops,"ARN, CPH",11h 20m,HEL-MAN,0,0,$172,LowFare,mytrip.com, Dec 18,Norwegian 4282  ·  Operated by Norwegian Air International,"['9:15 am', '9:15 am', '3:10 pm', '4:25 pm', '5:35 pm', '6:35 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 00m', '1h 15m', '2h 00m']","['Norwegian 4282  ·  Operated by Norwegian Air International', 'Scandinavian Airlines 1407  ·  Operated by SAS Connect', 'Scandinavian Airlines 541  ·  Operated by SAS Connect']","['5h 55m', '1h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Copenhagen (CPH)']","[['Boeing 737-800 (winglets) (Narrow-body jet)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.momondo.com,airBaltic,5:20 am–12:55 pm,2 stops,"RIX, AMS",9h 35m,HEL-MAN,1,0,$296,Economy,mytrip.com, Dec 18,airBaltic 326,"['5:20 am', '6:20 am', '7:35 am', '9:00 am', '12:35 pm', '12:55 pm']","['Helsinki-Vantaa (HEL)', 'Riga Intl (RIX)', 'Riga Intl (RIX)', 'Amsterdam Schiphol (AMS)', 'Amsterdam Schiphol (AMS)', 'Manchester (MAN)']","['1h 00m', '2h 25m', '1h 20m']","['airBaltic 326', 'airBaltic 617', 'airBaltic 6014  ·  Operated by KLM']","['1h 15m', '3h 35m']","['Change planes in Riga (RIX)', 'Change planes in Amsterdam (AMS)']","[['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Boeing 737-700 (winglets) (Narrow-body jet)', '29"" seat pitch', 'Snacks provided']]",[]
www.momondo.com,Lufthansa,10:05 am–5:15 pm,2 stops,"CPH, FRA",9h 10m,HEL-MAN,1,1,$384,Economy Classic,Lufthansa, Dec 18,Lufthansa 6263  ·  Operated by Cityjet For Scandinavian Airlines,"['10:05 am', '10:50 am', '1:05 pm', '2:35 pm', '4:30 pm', '5:15 pm']","['Helsinki-Vantaa (HEL)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Frankfurt am Main (FRA)', 'Frankfurt am Main (FRA)', 'Manchester (MAN)']","['1h 45m', '1h 30m', '1h 45m']","['Lufthansa 6263  ·  Operated by Cityjet For Scandinavian Airlines', 'Lufthansa 827', 'Lufthansa 946']","['2h 15m', '1h 55m']","['Change planes in Copenhagen (CPH)', 'Change planes in Frankfurt am Main (FRA)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of USB outlet', '29"" seat pitch', 'Light meal (fee)']]","['Take action with Compensaid', 'Improved experience with Airspace cabin', 'Economy Class', 'More choice with Onboard Delights', 'Improved experience with Airspace cabin', 'Quality on every route', 'More choice with Onboard Delights']"
www.momondo.com,"Ryanair, British Airways",10:10 pm–7:55 am+1,1 stop,STN-LHR,11h 45m,HEL-MAN,0,0,$127,Value,Kiwi.com, Dec 18,Ryanair 2345,"['10:10 pm', '11:20 pm', '6:55 am', '7:55 am']","['Helsinki-Vantaa (HEL)', 'London Stansted (STN)', 'London Heathrow (LHR)', 'Manchester (MAN)']","['3h 10m', '1h 00m']","['Ryanair 2345', 'British Airways 1370']",['7h 35m'],['Change planes in London (STN)'],"[['Boeing 737 MAX 8 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A320-100/200 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', 'USB outlet', '29"" seat pitch', 'Light meal (fee)']]",[]
www.momondo.com,Lufthansa,2:00 pm–10:15 pm,1 stop,FRA,10h 15m,HEL-MAN,1,0,$318,Economy Light,eDreams, Dec 18,Lufthansa 849,"['2:00 pm', '3:50 pm', '9:30 pm', '10:15 pm']","['Helsinki-Vantaa (HEL)', 'Frankfurt am Main (FRA)', 'Frankfurt am Main (FRA)', 'Manchester (MAN)']","['2h 50m', '1h 45m']","['Lufthansa 849', 'Lufthansa 948']",['5h 40m'],['Change planes in Frankfurt am Main (FRA)'],"[['Airbus A321-100/200 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)']]","['Take action with Compensaid', 'Economy Class', 'More choice with Onboard Delights', 'FlyNet® on board', 'Quality on every route', 'More choice with Onboard Delights']"
www.momondo.com,"Norwegian, Scandinavian Airlines",9:15 am–8:15 pm,2 stops,"ARN, BGO",13h 00m,HEL-MAN,0,0,$120,LowFare,Kiwi.com, Dec 18,Norwegian 4282  ·  Operated by Norwegian Air International,"['9:15 am', '9:15 am', '12:55 pm', '2:20 pm', '7:30 pm', '8:15 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Bergen Flesland (BGO)', 'Bergen Flesland (BGO)', 'Manchester (MAN)']","['1h 00m', '1h 25m', '1h 45m']","['Norwegian 4282  ·  Operated by Norwegian Air International', 'Scandinavian Airlines 899  ·  Operated by SAS Link', 'Scandinavian Airlines 4605  ·  Operated by SAS Link']","['3h 40m', '5h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Bergen (BGO)']","[['Boeing 737-800 (winglets) (Narrow-body jet)'], ['Embraer 195 (Narrow-body jet)', '31"" seat pitch', 'Snacks (fee)'], ['Embraer 195 (Narrow-body jet)', '31"" seat pitch', 'Snacks (fee)']]",[]
www.momondo.com,Lufthansa,10:15 am–4:50 pm,2 stops,"ARN, MUC",8h 35m,HEL-MAN,1,1,$435,Economy Classic,Lufthansa, Dec 18,Lufthansa 6061  ·  Operated by Xfly For Scandinavian Airlines,"['10:15 am', '10:20 am', '12:20 pm', '2:35 pm', '3:40 pm', '4:50 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Munich Franz Josef Strauss (MUC)', 'Munich Franz Josef Strauss (MUC)', 'Manchester (MAN)']","['1h 05m', '2h 15m', '2h 10m']","['Lufthansa 6061  ·  Operated by Xfly For Scandinavian Airlines', 'Lufthansa 2415', 'Lufthansa 2504  ·  Operated by Lufthansa CityLine']","['2h 00m', '1h 05m']","['Change planes in Stockholm (ARN)', 'Change planes in Munich (MUC)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A321-100/200 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A319 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', '29"" seat pitch', 'Light meal (fee)']]","['Take action with Compensaid', 'Economy Class', 'More choice with Onboard Delights', 'FlyNet® on board', 'Quality on every route', 'More choice with Onboard Delights']"
www.momondo.com,KLM,10:40 am–8:25 pm,1 stop,AMS,11h 45m,HEL-MAN,1,0,$260,Light,Kiwi.com, Dec 18,KLM 1166  ·  Operated by KLM Cityhopper,"['10:40 am', '12:20 pm', '8:10 pm', '8:25 pm']","['Helsinki-Vantaa (HEL)', 'Amsterdam Schiphol (AMS)', 'Amsterdam Schiphol (AMS)', 'Manchester (MAN)']","['2h 40m', '1h 15m']","['KLM 1166  ·  Operated by KLM Cityhopper', 'KLM 1081  ·  Operated by KLM Cityhopper']",['7h 50m'],['Change planes in Amsterdam (AMS)'],"[['Embraer 190 (Narrow-body jet)', 'Chance of USB outlet', '31"" seat pitch', 'Light meal provided'], ['Embraer 175 (Enhanced Winglets) (Narrow-body jet)', '29"" seat pitch', 'Snacks provided']]","['Delicious, complimentary food', 'Delicious, complimentary food', 'Committed to a sustainable future', 'Europe Economy Class ', 'Delightful, complimentary refreshments ']"
www.momondo.com,Lufthansa,7:25 am–2:15 pm,2 stops,"ARN, FRA",8h 50m,HEL-MAN,1,1,$442,Economy Classic,Lufthansa, Dec 18,Lufthansa 6073  ·  Operated by Xfly For Scandinavian Airlines,"['7:25 am', '7:35 am', '8:40 am', '11:00 am', '1:30 pm', '2:15 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Frankfurt am Main (FRA)', 'Frankfurt am Main (FRA)', 'Manchester (MAN)']","['1h 10m', '2h 20m', '1h 45m']","['Lufthansa 6073  ·  Operated by Xfly For Scandinavian Airlines', 'Lufthansa 6227  ·  Operated by Scandinavian Airlines', 'Lufthansa 938']","['1h 05m', '2h 30m']","['Change planes in Stockholm (ARN)', 'Change planes in Frankfurt am Main (FRA)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320-100/200 (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)']]","['Take action with Compensaid', 'Economy Class', 'More choice with Onboard Delights', 'Quality on every route', 'More choice with Onboard Delights']"
www.momondo.com,Lufthansa,7:25 am–2:15 pm,2 stops,"ARN, FRA",8h 50m,HEL-MAN,1,1,$442,Economy Classic,Lufthansa, Dec 18,Lufthansa 6073  ·  Operated by Xfly For Scandinavian Airlines,"['7:25 am', '7:35 am', '9:40 am', '11:55 am', '1:30 pm', '2:15 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Frankfurt am Main (FRA)', 'Frankfurt am Main (FRA)', 'Manchester (MAN)']","['1h 10m', '2h 15m', '1h 45m']","['Lufthansa 6073  ·  Operated by Xfly For Scandinavian Airlines', 'Lufthansa 801', 'Lufthansa 938']","['2h 05m', '1h 35m']","['Change planes in Stockholm (ARN)', 'Change planes in Frankfurt am Main (FRA)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A321-100/200 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)']]","['Take action with Compensaid', 'Economy Class', 'Enjoy Dallmayr coffee onboard', 'More choice with Onboard Delights', 'FlyNet® on board', 'Quality on every route', 'More choice with Onboard Delights']"
www.momondo.com,British Airways,7:50 am–6:35 pm,1 stop,LHR,12h 45m,HEL-MAN,1,1,$242,Standard Economy,Orbitz, Dec 18,British Airways 6031  ·  Operated by Finnair,"['7:50 am', '9:10 am', '5:30 pm', '6:35 pm']","['Helsinki-Vantaa (HEL)', 'London Heathrow (LHR)', 'London Heathrow (LHR)', 'Manchester (MAN)']","['3h 20m', '1h 05m']","['British Airways 6031  ·  Operated by Finnair', 'British Airways 1398']",['8h 20m'],['Change planes in London (LHR)'],"[['Airbus A350-900 (Wide-body jet)', 'Basic web browsing (fee)', 'Seatback on-demand video', 'USB outlet', '31"" seat pitch', 'Preorder light meal (fee)'], ['Airbus A319 (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'Chance of USB outlet', '29"" seat pitch', 'Light meal (fee)']]",['British Airways Economy']
www.momondo.com,Lufthansa,7:00 am–2:15 pm,2 stops,"MUC, FRA",9h 15m,HEL-MAN,1,0,$398,Economy Classic,OneTravel, Dec 18,Lufthansa 2465,"['7:00 am', '8:45 am', '11:00 am', '12:05 pm', '1:30 pm', '2:15 pm']","['Helsinki-Vantaa (HEL)', 'Munich Franz Josef Strauss (MUC)', 'Munich Franz Josef Strauss (MUC)', 'Frankfurt am Main (FRA)', 'Frankfurt am Main (FRA)', 'Manchester (MAN)']","['2h 45m', '1h 05m', '1h 45m']","['Lufthansa 2465', 'Lufthansa 103', 'Lufthansa 938']","['2h 15m', '1h 25m']","['Change planes in Munich (MUC)', 'Change planes in Frankfurt am Main (FRA)']","[['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)'], ['Boeing 787-9 Dreamliner (Wide-body jet)', 'Seatback on-demand video', 'Power & USB outlets', '32"" seat pitch'], ['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)']]","['Great entertainment on board', 'Take action with Compensaid', 'Economy Class', 'Enjoy Dallmayr coffee onboard', 'Enhanced seat comfort', 'More choice with Onboard Delights', 'Economy Class', 'Charge on the go', 'Quality on every route', 'More choice with Onboard Delights', 'Enhanced travel experience', 'Three-course menu']"
www.momondo.com,Lufthansa,7:00 am–2:15 pm,2 stops,"MUC, FRA",9h 15m,HEL-MAN,0,1,$403,Economy Classic,Priceline, Dec 18,Lufthansa 2465,"['7:00 am', '8:45 am', '10:00 am', '11:05 am', '1:30 pm', '2:15 pm']","['Helsinki-Vantaa (HEL)', 'Munich Franz Josef Strauss (MUC)', 'Munich Franz Josef Strauss (MUC)', 'Frankfurt am Main (FRA)', 'Frankfurt am Main (FRA)', 'Manchester (MAN)']","['2h 45m', '1h 05m', '1h 45m']","['Lufthansa 2465', 'Lufthansa 101', 'Lufthansa 938']","['1h 15m', '2h 25m']","['Change planes in Munich (MUC)', 'Change planes in Frankfurt am Main (FRA)']","[['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A319 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', '30"" seat pitch'], ['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)']]","['Take action with Compensaid', 'Economy Class', 'Enjoy Dallmayr coffee onboard', 'More choice with Onboard Delights', 'FlyNet® on board', 'Quality on every route', 'More choice with Onboard Delights']"
www.momondo.com,"airBaltic, Ryanair",5:20 am–4:05 pm,2 stops,"RIX, CPH",12h 45m,HEL-MAN,0,0,$143,Value,Kiwi.com, Dec 18,airBaltic 326,"['5:20 am', '6:20 am', '7:10 am', '7:40 am', '3:05 pm', '4:05 pm']","['Helsinki-Vantaa (HEL)', 'Riga Intl (RIX)', 'Riga Intl (RIX)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 00m', '1h 30m', '2h 00m']","['airBaltic 326', 'airBaltic 131', 'Ryanair 6880']","['0h 50m', '7h 25m']","['Change planes in Riga (RIX)', 'Change planes in Copenhagen (CPH)']","[['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Boeing 737 MAX 8 (Narrow-body jet)', '28"" seat pitch', 'Light meal (fee)']]",[]
www.momondo.com,"airBaltic, Ryanair",5:20 am–4:35 pm,2 stops,"RIX, MXP",13h 15m,HEL-MAN,0,0,$123,Value,Kiwi.com, Dec 18,airBaltic 326,"['5:20 am', '6:20 am', '11:40 am', '1:25 pm', '3:20 pm', '4:35 pm']","['Helsinki-Vantaa (HEL)', 'Riga Intl (RIX)', 'Riga Intl (RIX)', 'Milan Malpensa (MXP)', 'Milan Malpensa (MXP)', 'Manchester (MAN)']","['1h 00m', '2h 45m', '2h 15m']","['airBaltic 326', 'airBaltic 629', 'Ryanair 6817']","['5h 20m', '1h 55m']","['Change planes in Riga (RIX)', 'Change planes in Milan (MXP)']","[['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Boeing 737-800 (winglets) (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)']]",[]
www.momondo.com,KLM,7:00 am–4:35 pm,1 stop,AMS,11h 35m,HEL-MAN,1,0,$302,Light,Kiwi.com, Dec 18,KLM 1164,"['7:00 am', '8:45 am', '4:20 pm', '4:35 pm']","['Helsinki-Vantaa (HEL)', 'Amsterdam Schiphol (AMS)', 'Amsterdam Schiphol (AMS)', 'Manchester (MAN)']","['2h 45m', '1h 15m']","['KLM 1164', 'KLM 1079']",['7h 35m'],['Change planes in Amsterdam (AMS)'],"[['Boeing 737-800 (winglets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'Chance of USB outlet', '30"" seat pitch', 'Light meal provided'], ['Boeing 737-800 (winglets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'Chance of USB outlet', '30"" seat pitch', 'Snacks provided']]","['Power at your seat', 'Delicious, complimentary food', 'Delicious, complimentary food', 'Europe Economy Class', 'Committed to a sustainable future', 'Delightful, complimentary refreshments ']"
www.momondo.com,"Finnair, Scandinavian Airlines",11:40 pm–9:30 am+1,2 stops,"ARN, CPH",11h 50m,HEL-MAN,0,0,$200,Economy Superlight,Kiwi.com, Dec 18,Finnair 825,"['11:40 pm', '11:55 pm', '6:05 am', '7:20 am', '8:30 am', '9:30 am']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 15m', '1h 15m', '2h 00m']","['Finnair 825', 'Scandinavian Airlines 1415  ·  Operated by SAS Connect', 'Scandinavian Airlines 539  ·  Operated by SAS Connect']","['6h 10m', '1h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Copenhagen (CPH)']","[['ATR 72-201 / 202 (Turbo-prop plane)', '31"" seat pitch'], ['Airbus A320-100/200 (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",['Finnair Economy']
www.momondo.com,Lufthansa,1:30 pm–11:15 pm,2 stops,"ARN, MUC",11h 45m,HEL-MAN,1,1,$350,Economy Classic,OneTravel, Dec 18,Lufthansa 6039  ·  Operated by Xfly For Scandinavian Airlines,"['1:30 pm', '1:35 pm', '3:10 pm', '5:25 pm', '10:05 pm', '11:15 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Munich Franz Josef Strauss (MUC)', 'Munich Franz Josef Strauss (MUC)', 'Manchester (MAN)']","['1h 05m', '2h 15m', '2h 10m']","['Lufthansa 6039  ·  Operated by Xfly For Scandinavian Airlines', 'Lufthansa 2417', 'Lufthansa 2506']","['1h 35m', '4h 40m']","['Change planes in Stockholm (ARN)', 'Change planes in Munich (MUC)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A321-100/200 (Narrow-body jet)', 'Chance of USB outlet', '29"" seat pitch', 'Light meal (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of USB outlet', '29"" seat pitch', 'Light meal (fee)']]","['Improved experience with Airspace cabin', 'Take action with Compensaid', 'More choice with Onboard Delights', 'Improved experience with Airspace cabin', 'More choice with Onboard Delights', 'Quality on every route']"
www.momondo.com,Lufthansa,1:30 pm–11:15 pm,2 stops,"ARN, MUC",11h 45m,HEL-MAN,1,1,$350,Economy Classic,OneTravel, Dec 18,Lufthansa 6039  ·  Operated by Xfly For Scandinavian Airlines,"['1:30 pm', '1:35 pm', '6:30 pm', '8:45 pm', '10:05 pm', '11:15 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Munich Franz Josef Strauss (MUC)', 'Munich Franz Josef Strauss (MUC)', 'Manchester (MAN)']","['1h 05m', '2h 15m', '2h 10m']","['Lufthansa 6039  ·  Operated by Xfly For Scandinavian Airlines', 'Lufthansa 2419', 'Lufthansa 2506']","['4h 55m', '1h 20m']","['Change planes in Stockholm (ARN)', 'Change planes in Munich (MUC)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A321-100/200 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of USB outlet', '29"" seat pitch', 'Light meal (fee)']]","['Take action with Compensaid', 'Improved experience with Airspace cabin', 'Economy Class', 'More choice with Onboard Delights', 'FlyNet® on board', 'Improved experience with Airspace cabin', 'Quality on every route', 'More choice with Onboard Delights']"
www.momondo.com,Lufthansa,1:30 pm–10:15 pm,2 stops,"ARN, FRA",10h 45m,HEL-MAN,1,1,$409,Economy Classic,OneTravel, Dec 18,Lufthansa 6039  ·  Operated by Xfly For Scandinavian Airlines,"['1:30 pm', '1:35 pm', '4:20 pm', '6:35 pm', '9:30 pm', '10:15 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Frankfurt am Main (FRA)', 'Frankfurt am Main (FRA)', 'Manchester (MAN)']","['1h 05m', '2h 15m', '1h 45m']","['Lufthansa 6039  ·  Operated by Xfly For Scandinavian Airlines', 'Lufthansa 807', 'Lufthansa 948']","['2h 45m', '2h 55m']","['Change planes in Stockholm (ARN)', 'Change planes in Frankfurt am Main (FRA)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A321-100/200 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A320 (sharklets) (Narrow-body jet)', 'Chance of Wi-Fi (fee)', '30"" seat pitch', 'Light meal (fee)']]","['Take action with Compensaid', 'Economy Class', 'More choice with Onboard Delights', 'FlyNet® on board', 'More choice with Onboard Delights', 'Quality on every route']"
www.momondo.com,Multiple airlines,8:20 am–6:05 pm,3 stops,"ARN, VIE, ...",11h 45m,HEL-MAN,0,0,$272,Economy Superlight,Kiwi.com, Dec 18,Finnair 803,"['8:20 am', '8:25 am', '9:50 am', '12:05 pm', '3:00 pm', '4:20 pm', '5:10 pm', '6:05 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Vienna Intl (VIE)', 'Vienna Intl (VIE)', 'Zurich (ZRH)', 'Zurich (ZRH)', 'Manchester (MAN)']","['1h 05m', '2h 15m', '1h 20m', '1h 55m']","['Finnair 803', 'Austrian Airlines 312', 'SWISS 1579', 'SWISS 380  ·  Operated by airBaltic']","['1h 25m', '2h 55m', '0h 50m']","['Change planes in Stockholm (ARN)', 'Change planes in Vienna (VIE)', 'Change planes in Zurich (ZRH)']","[['Airbus A321-100/200 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', '31"" seat pitch'], ['Airbus A320-100/200 (Narrow-body jet)', 'Chance of USB outlet', '28"" seat pitch', 'Light meal (fee)'], ['Airbus A320neo (Narrow-body jet)', '29"" seat pitch', 'Light meal (fee)'], ['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)']]","['Delicacies from Confiserie Sprüngli', 'Finnair Economy', 'Quality on every route ', 'Economy Class', 'New Airspace cabin for optimum comfort', 'New Airspace cabin for optimum comfort', 'Quality on every route', 'Pure mineral water', 'A delight for the taste buds', 'A delight for the taste buds', 'Keep your devices charged']"
www.momondo.com,Scandinavian Airlines,7:25 am–12:10 pm,2 stops,"ARN, OSL",6h 45m,HEL-MAN,0,0,$647,Economy,eDreams, Dec 18,Scandinavian Airlines 701  ·  Operated by Xfly,"['7:25 am', '7:35 am', '8:45 am', '9:45 am', '10:55 am', '12:10 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Oslo Gardermoen (OSL)', 'Oslo Gardermoen (OSL)', 'Manchester (MAN)']","['1h 10m', '1h 00m', '2h 15m']","['Scandinavian Airlines 701  ·  Operated by Xfly', 'Scandinavian Airlines 847', 'Scandinavian Airlines 4609  ·  Operated by SAS Connect']","['1h 10m', '1h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Oslo (OSL)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
